iso3,year,indicator_code,variable,value
AND,2015,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2015,FR.INR.RINR,real_interest_rate_pct,
AND,2016,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2016,FR.INR.RINR,real_interest_rate_pct,
AND,2017,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2017,FR.INR.RINR,real_interest_rate_pct,
AND,2018,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2018,FR.INR.RINR,real_interest_rate_pct,
AND,2019,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2019,FR.INR.RINR,real_interest_rate_pct,
AND,2020,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2020,FR.INR.RINR,real_interest_rate_pct,
AND,2021,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2021,FR.INR.RINR,real_interest_rate_pct,
AND,2022,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2022,FR.INR.RINR,real_interest_rate_pct,
AND,2023,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2023,FR.INR.RINR,real_interest_rate_pct,
AND,2024,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2024,FR.INR.RINR,real_interest_rate_pct,
ARE,2000,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2000,FR.INR.RINR,real_interest_rate_pct,
ARE,2001,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2001,FR.INR.RINR,real_interest_rate_pct,
ARE,2002,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2002,FR.INR.RINR,real_interest_rate_pct,
ARE,2003,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2003,FR.INR.RINR,real_interest_rate_pct,
ARE,2004,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2004,FR.INR.RINR,real_interest_rate_pct,
ARE,2005,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2005,FR.INR.RINR,real_interest_rate_pct,
ARE,2006,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2006,FR.INR.RINR,real_interest_rate_pct,
ARE,2007,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2007,FR.INR.RINR,real_interest_rate_pct,
ARE,2008,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARE,2008,FR.INR.RINR,real_interest_rate_pct,
ARE,2009,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.17812783392795
ARE,2009,FR.INR.RINR,real_interest_rate_pct,
ARE,2010,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,5.26698896173512
ARE,2010,FR.INR.RINR,real_interest_rate_pct,
ARE,2011,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,6.08629581295721
ARE,2011,FR.INR.RINR,real_interest_rate_pct,
ARE,2012,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,7.12965175228016
ARE,2012,FR.INR.RINR,real_interest_rate_pct,
ARE,2013,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,5.85229580988926
ARE,2013,FR.INR.RINR,real_interest_rate_pct,
ARE,2014,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,5.31214096469623
ARE,2014,FR.INR.RINR,real_interest_rate_pct,
ARE,2015,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.74620283630956
ARE,2015,FR.INR.RINR,real_interest_rate_pct,
ARE,2016,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.79735362210192
ARE,2016,FR.INR.RINR,real_interest_rate_pct,
ARE,2017,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.99704232082411
ARE,2017,FR.INR.RINR,real_interest_rate_pct,
ARE,2018,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,5.25650797811493
ARE,2018,FR.INR.RINR,real_interest_rate_pct,
ARE,2019,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,6.02686885240592
ARE,2019,FR.INR.RINR,real_interest_rate_pct,
ARE,2020,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,7.57146032262558
ARE,2020,FR.INR.RINR,real_interest_rate_pct,
ARE,2021,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,7.28694437688478
ARE,2021,FR.INR.RINR,real_interest_rate_pct,
ARE,2022,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,6.55317267111425
ARE,2022,FR.INR.RINR,real_interest_rate_pct,
ARE,2023,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,5.30826886216617
ARE,2023,FR.INR.RINR,real_interest_rate_pct,
ARE,2024,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.13722730162714
ARE,2024,FR.INR.RINR,real_interest_rate_pct,
ARG,2000,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARG,2000,FR.INR.RINR,real_interest_rate_pct,
ARG,2001,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARG,2001,FR.INR.RINR,real_interest_rate_pct,
ARG,2002,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARG,2002,FR.INR.RINR,real_interest_rate_pct,
ARG,2003,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARG,2003,FR.INR.RINR,real_interest_rate_pct,
ARG,2004,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARG,2004,FR.INR.RINR,real_interest_rate_pct,
ARG,2005,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,5.1808433744425
ARG,2005,FR.INR.RINR,real_interest_rate_pct,
ARG,2006,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,3.3907141955962
ARG,2006,FR.INR.RINR,real_interest_rate_pct,
ARG,2007,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,2.72684750122497
ARG,2007,FR.INR.RINR,real_interest_rate_pct,
ARG,2008,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,2.67920601141364
ARG,2008,FR.INR.RINR,real_interest_rate_pct,
ARG,2009,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,2.98195821294241
ARG,2009,FR.INR.RINR,real_interest_rate_pct,
ARG,2010,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.84399576317014
ARG,2010,FR.INR.RINR,real_interest_rate_pct,-8.56602872006595
ARG,2011,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.22770795872112
ARG,2011,FR.INR.RINR,real_interest_rate_pct,-7.77340523607891
ARG,2012,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.53673589612636
ARG,2012,FR.INR.RINR,real_interest_rate_pct,-6.74819555440485
ARG,2013,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.53372870982538
ARG,2013,FR.INR.RINR,real_interest_rate_pct,-5.48583918237902
ARG,2014,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,1.79255873857877
